day,calls,day_of_week,month,year,holiday
2023-02-15,54,2,2,2023,False
2023-02-16,64,3,2,2023,False
2023-02-17,76,4,2,2023,False
2023-02-18,67,5,2,2023,False
2023-02-19,49,6,2,2023,False
2023-02-20,78,0,2,2023,False
2023-02-21,56,1,2,2023,False
2023-02-22,78,2,2,2023,False
2023-02-23,61,3,2,2023,False
2023-02-24,65,4,2,2023,False
2023-02-25,64,5,2,2023,False
2023-02-26,56,6,2,2023,False
2023-02-27,52,0,2,2023,False
2023-02-28,59,1,2,2023,False
2023-03-01,64,2,3,2023,False
2023-03-02,43,3,3,2023,False
2023-03-03,49,4,3,2023,False
2023-03-04,42,5,3,2023,False
2023-03-05,57,6,3,2023,False
2023-03-06,75,0,3,2023,False
2023-03-07,61,1,3,2023,False
2023-03-08,73,2,3,2023,False
2023-03-09,47,3,3,2023,False
2023-03-10,79,4,3,2023,False
2023-03-11,58,5,3,2023,False
2023-03-12,76,6,3,2023,False
2023-03-13,45,0,3,2023,False
2023-03-14,65,1,3,2023,False
2023-03-15,73,2,3,2023,False
2023-03-16,45,3,3,2023,False
2023-03-17,76,4,3,2023,False
2023-03-18,72,5,3,2023,False
2023-03-19,61,6,3,2023,False
2023-03-20,60,0,3,2023,False
2023-03-21,45,1,3,2023,False
2023-03-22,45,2,3,2023,False
2023-03-23,43,3,3,2023,False
2023-03-24,69,4,3,2023,False
2023-03-25,50,5,3,2023,False
2023-03-26,69,6,3,2023,False
2023-03-27,70,0,3,2023,False
2023-03-28,63,1,3,2023,False
2023-03-29,48,2,3,2023,False
2023-03-30,42,3,3,2023,False
2023-03-31,70,4,3,2023,False
2023-04-01,79,5,4,2023,False
2023-04-02,76,6,4,2023,False
2023-04-03,75,0,4,2023,False
2023-04-04,63,1,4,2023,True
2023-04-05,70,2,4,2023,False
2023-04-06,45,3,4,2023,False
2023-04-07,41,4,4,2023,False
2023-04-08,59,5,4,2023,False
2023-04-09,67,6,4,2023,False
2023-04-10,50,0,4,2023,False
2023-04-11,43,1,4,2023,False
2023-04-12,54,2,4,2023,False
2023-04-13,45,3,4,2023,False
2023-04-14,69,4,4,2023,False
2023-04-15,77,5,4,2023,False
2023-04-16,41,6,4,2023,False
2023-04-17,54,0,4,2023,False
2023-04-18,50,1,4,2023,False
2023-04-19,47,2,4,2023,False
2023-04-20,65,3,4,2023,False
2023-04-21,44,4,4,2023,False
2023-04-22,45,5,4,2023,False
2023-04-23,65,6,4,2023,False
2023-04-24,43,0,4,2023,False
2023-04-25,58,1,4,2023,False
2023-04-26,59,2,4,2023,False
2023-04-27,72,3,4,2023,False
2023-04-28,59,4,4,2023,False
2023-04-29,51,5,4,2023,False
2023-04-30,40,6,4,2023,False
2023-05-01,65,0,5,2023,False
2023-05-02,53,1,5,2023,False
2023-05-03,77,2,5,2023,False
2023-05-04,76,3,5,2023,False
2023-05-05,50,4,5,2023,False
2023-05-06,75,5,5,2023,False
2023-05-07,52,6,5,2023,False
2023-05-08,42,0,5,2023,False
2023-05-09,72,1,5,2023,False
2023-05-10,45,2,5,2023,False
2023-05-11,49,3,5,2023,False
2023-05-12,44,4,5,2023,False
2023-05-13,62,5,5,2023,False
2023-05-14,49,6,5,2023,False
2023-05-15,41,0,5,2023,False
2023-05-16,52,1,5,2023,False
2023-05-17,79,2,5,2023,False
2023-05-18,41,3,5,2023,False
2023-05-19,59,4,5,2023,False
2023-05-20,40,5,5,2023,False
2023-05-21,76,6,5,2023,False
2023-05-22,48,0,5,2023,False
2023-05-23,56,1,5,2023,False
2023-05-24,48,2,5,2023,False
2023-05-25,50,3,5,2023,False
2023-05-26,54,4,5,2023,False
2023-05-27,63,5,5,2023,False
2023-05-28,77,6,5,2023,False
2023-05-29,74,0,5,2023,False
2023-05-30,69,1,5,2023,False
2023-05-31,70,2,5,2023,False
2023-06-01,44,3,6,2023,False
2023-06-02,53,4,6,2023,False
2023-06-03,50,5,6,2023,False
2023-06-04,48,6,6,2023,False
2023-06-05,73,0,6,2023,False
2023-06-06,51,1,6,2023,False
2023-06-07,74,2,6,2023,False
2023-06-08,74,3,6,2023,False
2023-06-09,40,4,6,2023,False
2023-06-10,79,5,6,2023,False
2023-06-11,61,6,6,2023,False
2023-06-12,68,0,6,2023,False
2023-06-13,47,1,6,2023,False
2023-06-14,50,2,6,2023,False
2023-06-15,76,3,6,2023,False
2023-06-16,53,4,6,2023,False
2023-06-17,69,5,6,2023,False
2023-06-18,74,6,6,2023,False
2023-06-19,60,0,6,2023,False
2023-06-20,76,1,6,2023,False
2023-06-21,44,2,6,2023,False
2023-06-22,58,3,6,2023,False
2023-06-23,53,4,6,2023,False
2023-06-24,65,5,6,2023,False
2023-06-25,43,6,6,2023,False
2023-06-26,64,0,6,2023,False
2023-06-27,64,1,6,2023,False
2023-06-28,57,2,6,2023,False
2023-06-29,79,3,6,2023,False
2023-06-30,47,4,6,2023,False
2023-07-01,78,5,7,2023,False
2023-07-02,79,6,7,2023,False
2023-07-03,53,0,7,2023,True
2023-07-04,71,1,7,2023,False
2023-07-05,77,2,7,2023,False
2023-07-06,72,3,7,2023,False
2023-07-07,62,4,7,2023,False
2023-07-08,54,5,7,2023,False
2023-07-09,72,6,7,2023,False
2023-07-10,64,0,7,2023,False
2023-07-11,56,1,7,2023,False
2023-07-12,72,2,7,2023,False
2023-07-13,41,3,7,2023,False
2023-07-14,53,4,7,2023,False
2023-07-15,79,5,7,2023,False
2023-07-16,79,6,7,2023,False
2023-07-17,78,0,7,2023,False
2023-07-18,45,1,7,2023,False
2023-07-19,45,2,7,2023,True
2023-07-20,42,3,7,2023,False
2023-07-21,46,4,7,2023,False
2023-07-22,47,5,7,2023,False
2023-07-23,54,6,7,2023,False
2023-07-24,68,0,7,2023,False
2023-07-25,72,1,7,2023,False
2023-07-26,69,2,7,2023,False
2023-07-27,78,3,7,2023,False
2023-07-28,66,4,7,2023,False
2023-07-29,75,5,7,2023,False
2023-07-30,68,6,7,2023,False
2023-07-31,77,0,7,2023,False
2023-08-01,72,1,8,2023,False
2023-08-02,76,2,8,2023,False
2023-08-03,66,3,8,2023,False
2023-08-04,72,4,8,2023,False
2023-08-05,43,5,8,2023,True
2023-08-06,61,6,8,2023,False
2023-08-07,41,0,8,2023,False
2023-08-08,49,1,8,2023,False
2023-08-09,44,2,8,2023,False
2023-08-10,49,3,8,2023,False
2023-08-11,72,4,8,2023,False
2023-08-12,77,5,8,2023,False
2023-08-13,52,6,8,2023,False
2023-08-14,70,0,8,2023,False
2023-08-15,75,1,8,2023,False
2023-08-16,63,2,8,2023,False
2023-08-17,54,3,8,2023,False
2023-08-18,68,4,8,2023,False
2023-08-19,47,5,8,2023,False
2023-08-20,44,6,8,2023,False
2023-08-21,68,0,8,2023,False
2023-08-22,43,1,8,2023,False
2023-08-23,51,2,8,2023,False
2023-08-24,41,3,8,2023,False
2023-08-25,66,4,8,2023,False
2023-08-26,70,5,8,2023,False
2023-08-27,75,6,8,2023,False
2023-08-28,75,0,8,2023,False
2023-08-29,65,1,8,2023,False
2023-08-30,66,2,8,2023,False
2023-08-31,44,3,8,2023,False
2023-09-01,59,4,9,2023,False
2023-09-02,50,5,9,2023,False
2023-09-03,49,6,9,2023,False
2023-09-04,79,0,9,2023,False
2023-09-05,77,1,9,2023,True
2023-09-06,45,2,9,2023,False
2023-09-07,47,3,9,2023,False
2023-09-08,62,4,9,2023,False
2023-09-09,65,5,9,2023,False
2023-09-10,51,6,9,2023,False
2023-09-11,65,0,9,2023,False
2023-09-12,52,1,9,2023,True
2023-09-13,79,2,9,2023,False
2023-09-14,57,3,9,2023,False
2023-09-15,64,4,9,2023,False
2023-09-16,72,5,9,2023,False
2023-09-17,79,6,9,2023,False
2023-09-18,51,0,9,2023,False
2023-09-19,75,1,9,2023,False
2023-09-20,43,2,9,2023,False
2023-09-21,44,3,9,2023,False
2023-09-22,76,4,9,2023,False
2023-09-23,47,5,9,2023,False
2023-09-24,67,6,9,2023,False
2023-09-25,70,0,9,2023,False
2023-09-26,48,1,9,2023,False
2023-09-27,68,2,9,2023,False
2023-09-28,53,3,9,2023,False
2023-09-29,79,4,9,2023,False
2023-09-30,61,5,9,2023,False
2023-10-01,50,6,10,2023,False
2023-10-02,62,0,10,2023,False
2023-10-03,40,1,10,2023,False
2023-10-04,76,2,10,2023,False
2023-10-05,60,3,10,2023,False
2023-10-06,65,4,10,2023,False
2023-10-07,75,5,10,2023,False
2023-10-08,62,6,10,2023,False
2023-10-09,40,0,10,2023,False
2023-10-10,79,1,10,2023,False
2023-10-11,54,2,10,2023,False
2023-10-12,60,3,10,2023,False
2023-10-13,48,4,10,2023,False
2023-10-14,48,5,10,2023,False
2023-10-15,49,6,10,2023,False
2023-10-16,65,0,10,2023,False
2023-10-17,74,1,10,2023,False
2023-10-18,64,2,10,2023,False
2023-10-19,65,3,10,2023,False
2023-10-20,50,4,10,2023,False
2023-10-21,77,5,10,2023,False
2023-10-22,41,6,10,2023,False
2023-10-23,46,0,10,2023,False
2023-10-24,57,1,10,2023,False
2023-10-25,66,2,10,2023,False
2023-10-26,73,3,10,2023,False
2023-10-27,66,4,10,2023,False
2023-10-28,56,5,10,2023,False
2023-10-29,63,6,10,2023,False
2023-10-30,64,0,10,2023,False
2023-10-31,46,1,10,2023,False
2023-11-01,45,2,11,2023,False
2023-11-02,63,3,11,2023,False
2023-11-03,72,4,11,2023,False
2023-11-04,68,5,11,2023,False
2023-11-05,61,6,11,2023,True
2023-11-06,65,0,11,2023,False
2023-11-07,67,1,11,2023,False
2023-11-08,60,2,11,2023,False
2023-11-09,46,3,11,2023,False
2023-11-10,56,4,11,2023,False
2023-11-11,59,5,11,2023,False
2023-11-12,59,6,11,2023,False
2023-11-13,61,0,11,2023,False
2023-11-14,67,1,11,2023,False
2023-11-15,79,2,11,2023,False
2023-11-16,46,3,11,2023,False
2023-11-17,40,4,11,2023,False
2023-11-18,71,5,11,2023,False
2023-11-19,52,6,11,2023,False
2023-11-20,69,0,11,2023,False
2023-11-21,62,1,11,2023,False
2023-11-22,58,2,11,2023,False
2023-11-23,71,3,11,2023,False
2023-11-24,69,4,11,2023,False
2023-11-25,68,5,11,2023,False
2023-11-26,68,6,11,2023,False
2023-11-27,69,0,11,2023,False
2023-11-28,55,1,11,2023,False
2023-11-29,79,2,11,2023,False
2023-11-30,58,3,11,2023,False
2023-12-01,57,4,12,2023,False
2023-12-02,40,5,12,2023,False
2023-12-03,53,6,12,2023,False
2023-12-04,41,0,12,2023,True
2023-12-05,67,1,12,2023,False
2023-12-06,69,2,12,2023,False
2023-12-07,77,3,12,2023,False
2023-12-08,43,4,12,2023,False
2023-12-09,40,5,12,2023,False
2023-12-10,47,6,12,2023,False
2023-12-11,68,0,12,2023,False
2023-12-12,78,1,12,2023,False
2023-12-13,42,2,12,2023,False
2023-12-14,71,3,12,2023,False
2023-12-15,49,4,12,2023,False
2023-12-16,49,5,12,2023,False
2023-12-17,58,6,12,2023,False
2023-12-18,73,0,12,2023,False
2023-12-19,72,1,12,2023,False
2023-12-20,62,2,12,2023,False
2023-12-21,67,3,12,2023,False
2023-12-22,71,4,12,2023,True
2023-12-23,46,5,12,2023,False
2023-12-24,68,6,12,2023,False
2023-12-25,47,0,12,2023,False
2023-12-26,40,1,12,2023,False
2023-12-27,42,2,12,2023,False
2023-12-28,63,3,12,2023,False
2023-12-29,62,4,12,2023,False
2023-12-30,47,5,12,2023,False
2023-12-31,76,6,12,2023,False
