customer_id,frequency_of_purchases,avg_purchase_value,preferred_channel,customer_support_tickets,inventory_demand
1928,22,398.02177789055304,0,9,12
1929,24,495.1042082567001,1,10,88
1930,41,119.30540269995899,2,16,88
1931,17,425.3185722441418,1,6,81
1932,12,323.33676146999414,1,2,25
1933,46,45.22632433552801,0,6,97
1934,32,145.36804870194288,2,5,27
1935,15,766.3964549357971,0,2,2
1936,16,27.857530409598013,0,7,73
1937,22,934.9107661053976,0,0,55
1938,28,95.56038612276504,1,4,58
1939,20,801.2457132614236,2,18,33
1940,33,899.630375534036,1,12,83
1941,10,941.7242290019426,0,10,49
1942,40,868.8022532610129,0,10,5
1943,32,294.6745390311888,1,1,47
1944,33,339.7562600250922,0,8,84
1945,2,432.2802416239752,0,1,24
1946,33,147.9037225130298,1,18,95
1947,33,32.04973051655162,2,11,44
1948,41,870.4303981382243,0,8,68
1949,13,558.5874290483517,0,8,96
1950,30,612.6357127564341,2,9,99
1951,33,927.7185900696173,1,4,14
1952,13,668.4689763324795,2,8,36
1953,26,693.9449692964153,0,17,51
1954,22,789.0989619523748,0,9,6
1955,39,125.18496535882974,2,16,17
1956,2,366.56053168165363,0,9,82
1957,38,968.5258484263326,1,13,72
1958,39,923.7007773196005,0,3,51
1959,26,885.2345433470829,1,9,52
1960,46,457.56762523558274,2,17,12
1961,15,858.6210240509376,0,4,81
1962,34,57.91192312630795,2,8,95
1963,42,157.03225001454626,0,5,1
1964,44,419.8280214992136,2,15,11
1965,49,488.55814601530517,0,15,16
1966,40,270.87208198564826,0,10,92
1967,11,362.91190413930957,0,14,9
1968,3,171.14834001511508,1,18,8
1969,6,494.2426913987481,2,2,25
1970,9,795.9048599391826,0,15,74
1971,6,664.7467897246927,1,19,40
1972,9,116.71432489188587,2,4,67
1973,39,492.70578736274894,2,8,23
1974,31,700.6699189519277,1,4,62
1975,32,534.5963435884017,2,3,23
1976,41,397.75884057019346,1,12,44
1977,12,625.6952770710394,0,19,56
1978,8,968.9522786472728,0,16,68
1979,8,103.9588306684172,2,19,23
1980,28,396.11590014008505,0,11,9
1981,20,412.5397945156347,0,19,4
1982,47,581.1976373636874,2,19,34
1983,7,160.65285586309872,0,6,82
1984,11,184.87659957176484,2,0,34
1985,20,292.5077721378761,2,15,98
1986,16,956.3113428358344,2,6,42
1987,4,736.7674954185936,0,1,3
1988,6,665.0763686745881,0,11,83
1989,22,818.7881105203196,2,10,34
1990,26,136.300704227526,0,7,90
1991,3,860.7394915265141,1,0,99
1992,41,598.884386748629,1,2,95
1993,42,341.9757173843461,0,7,43
1994,14,817.6967031882335,2,7,91
1995,11,804.5388890051378,1,10,67
1996,18,847.2514958995598,0,4,37
1997,12,124.36272110591233,0,7,12
1998,23,969.6676325458183,0,8,87
1999,12,960.0298922518339,0,16,81
2000,13,363.89494904672415,1,4,16
2001,25,75.23507802980045,0,18,62
2002,45,175.38511277409785,0,18,17
2003,19,992.90251719025,2,1,15
2004,46,567.3828137399464,1,18,26
2005,36,363.0555808377915,0,14,45
2006,45,295.3206669115384,2,7,2
2007,8,264.4218179578381,0,7,17
2008,29,667.5112374039372,2,0,65
2009,32,425.1939532044891,1,13,94
2010,44,965.7565923749255,1,10,96
2011,18,687.0046003389078,1,6,30
2012,6,794.1241451384716,1,17,68
2013,18,299.81413309732835,2,14,44
2014,19,88.39454501753958,2,9,96
2015,22,492.94460900806223,0,3,60
2016,37,321.435731080765,0,0,99
2017,32,210.06233335784444,2,13,1
2018,41,953.1157094928527,1,19,19
2019,3,449.54833219860996,2,19,33
2020,28,182.96150612829777,1,8,83
2021,10,206.66414615432774,1,12,36
2022,35,287.9026450399481,0,16,91
2023,29,999.3231055078156,0,19,77
2024,15,275.33138551440135,1,3,91
2025,33,335.5137865326691,1,4,78
2026,7,662.7348467041614,1,17,24
2027,12,301.0217626461953,1,16,99
2028,49,223.64620854909643,1,6,83
2029,30,167.0508147831027,2,9,25
2030,21,319.55583837751425,0,8,11
2031,31,114.85653273248577,1,12,9
2032,24,28.460120550635068,0,17,6
2033,20,806.5952803613305,0,11,58
2034,37,146.5159929904308,0,7,29
2035,4,778.2170813170899,0,17,73
2036,28,799.5670541967932,0,4,97
2037,44,542.5403310659507,0,6,87
2038,20,316.5851387298219,0,14,79
2039,24,153.58240641238956,2,2,11
2040,49,739.4370556537891,0,17,23
2041,32,605.3731161219681,1,5,26
2042,41,658.8989219286285,1,5,1
2043,36,18.58239894667973,0,19,94
2044,34,928.2418455507462,0,0,81
2045,36,75.62728557208474,0,16,47
2046,2,373.1378262886056,1,10,41
2047,15,408.68453315518326,0,1,23
2048,34,11.341969252969356,0,8,5
2049,36,502.11841625728914,0,18,99
2050,6,755.2809045658998,1,5,50
2051,39,825.0359665836245,1,6,9
2052,42,880.6030233728255,0,3,4
2053,12,492.8416796322158,0,2,71
2054,3,634.3298286243539,0,1,65
2055,45,88.72451616353378,0,9,80
2056,18,493.1578420389324,0,9,57
2057,40,163.26759732301792,1,16,25
2058,21,375.9466864462962,1,15,58
2059,15,336.0122597359533,1,0,6
2060,33,429.30517146909307,1,11,14
2061,35,575.9202517943912,0,19,63
2062,26,903.8478805923659,0,19,75
2063,8,400.5397850340303,0,9,65
2064,36,981.3198837544352,1,0,52
2065,48,761.4377675706908,0,15,65
2066,30,516.3662363204994,2,10,8
2067,23,647.5861727408246,1,3,96
2068,42,111.20192942062504,0,2,97
2069,44,846.0763160005183,1,12,8
2070,14,586.5338805133262,0,14,14
2071,14,986.2068054075057,0,9,24
2072,2,640.0644563153206,0,5,64
2073,37,835.7704674336618,0,10,93
2074,5,801.7651153672873,2,0,25
2075,38,352.0065399535861,1,19,6
2076,45,267.01451898087953,0,3,1
2077,41,436.1886475971949,0,9,87
2078,47,472.56893096474874,0,14,33
2079,14,247.68385491727744,2,0,14
2080,39,895.6518946174622,0,14,63
2081,25,547.1223836776395,0,2,56
2082,20,978.6599482320339,0,0,62
2083,2,811.9176002658006,0,5,28
2084,39,560.1478117880265,1,18,29
2085,6,947.5698753629156,1,3,23
2086,17,509.826066944354,1,11,44
2087,25,888.2354473934837,1,1,38
2088,28,364.56333338384746,1,16,49
2089,2,384.85595957005313,0,5,43
2090,35,423.9493761412218,0,11,10
2091,37,551.1593894838137,0,14,27
2092,5,557.9553674968358,1,16,8
2093,1,501.43493246031335,2,0,68
2094,40,312.9409638473358,0,13,85
2095,12,927.9344001429228,0,1,85
2096,36,592.7002363757617,0,3,30
2097,45,413.661824029679,2,19,13
2098,23,654.665191136182,2,1,58
2099,47,770.2870902317071,0,13,3
2100,31,961.1208073459607,1,17,84
2101,11,504.5536706449068,1,7,5
2102,10,120.97752524725121,0,19,22
2103,3,446.3581434221759,0,0,58
2104,14,484.1808558389367,1,15,66
2105,16,898.0241374038171,0,6,89
2106,10,400.85276077832356,0,5,40
2107,29,953.791022238267,0,18,88
2108,10,490.28058863719144,1,9,5
2109,12,974.0426959691396,2,5,16
2110,30,18.116337919652572,1,9,15
2111,41,899.8272210582832,0,18,77
2112,1,931.8092474239172,0,2,75
2113,5,961.4107264075611,1,19,80
2114,20,22.9457688328687,0,2,18
2115,8,179.9838281848059,1,19,89
2116,43,657.2268580623038,0,5,47
2117,12,35.21796481775606,1,16,4
2118,1,72.97290621473573,2,17,53
2119,20,228.86808495650752,2,9,58
2120,28,517.3153710564454,0,5,85
2121,43,550.4435336741394,1,12,75
2122,37,43.918511565569304,0,5,58
2123,47,178.66357827371584,1,11,59
2124,37,504.7086166013088,0,13,34
2125,12,598.0012147339712,1,16,30
2126,37,156.91767952135322,0,7,54
2127,49,404.85299782750093,2,4,68
2128,49,905.3574221517829,1,3,78
2129,44,998.9102941757103,0,5,75
2130,28,987.3423102828298,2,10,68
2131,47,882.8577651840037,0,4,26
2132,15,400.7134870704463,2,13,3
2133,6,689.7085491540363,1,9,57
2134,44,422.4263055063567,2,10,37
2135,20,652.0417565559608,0,2,38
2136,14,316.3381462597884,0,7,41
2137,2,610.1402310742286,1,4,4
2138,9,528.5209115873214,2,19,26
2139,37,34.235463155067954,0,9,39
2140,20,792.7958747086526,0,7,42
2141,26,21.77885392270406,0,8,11
2142,29,300.2243828307688,2,14,11
2143,1,15.864824799462346,1,0,54
2144,35,382.4393991622462,0,4,38
2145,6,72.52892288249791,0,14,20
2146,37,914.3758571629288,1,3,26
2147,5,421.52250221123995,0,18,76
2148,33,464.90081711576596,1,9,93
2149,49,356.3517337299463,0,1,14
2150,14,631.2310926597486,1,4,50
2151,12,786.5640354520217,2,17,25
2152,42,651.6652756184881,1,5,55
2153,20,750.7250472111763,0,9,51
2154,24,906.9139268741678,1,14,90
2155,43,864.9110663547144,0,8,10
2156,34,677.3178682261588,2,12,14
2157,25,222.49158327538433,0,17,5
2158,29,641.3258225315095,2,6,57
2159,39,511.0222647831058,0,1,22
2160,31,720.0470387003159,0,15,75
2161,47,834.6023319089858,0,1,29
2162,43,745.2942822145533,2,3,7
2163,23,848.0955582616724,2,1,18
2164,44,73.2277096076136,0,16,31
2165,38,41.30383785508931,0,5,43
2166,20,265.915562022598,0,9,84
2167,23,901.659423267542,0,13,35
2168,45,825.4226584741341,1,14,71
2169,16,685.9000248173585,0,11,94
2170,42,703.7510807653188,1,18,4
2171,8,729.4037645656305,1,10,51
2172,21,943.1766734798995,1,0,94
2173,1,833.869240784482,2,7,30
2174,8,627.1564831567771,0,5,94
2175,29,669.0582809045691,0,11,53
2176,32,221.60285944051074,1,19,82
2177,38,660.7456369047097,0,15,74
2178,5,430.4322222942739,0,17,14
2179,47,161.4322518996863,2,11,36
2180,22,808.3387910541086,1,19,87
2181,47,515.1446288051142,0,1,12
2182,34,977.6507912725274,1,6,76
2183,1,288.8625609297797,0,8,34
2184,26,485.86341118202597,2,17,26
2185,43,453.51550012217945,0,8,6
2186,10,129.57172720825292,1,7,53
2187,30,431.8541260424717,1,0,15
2188,18,294.67792185671567,0,4,19
2189,17,168.71726665326506,1,15,47
2190,26,289.3340281957779,2,13,87
2191,8,240.9191743537281,1,12,77
2192,47,736.7327956958193,0,10,95
2193,40,40.46742647656849,1,19,61
2194,49,621.2881204340891,2,12,90
2195,12,763.0547286033704,0,14,52
2196,27,485.9162219042835,1,15,18
2197,8,932.2493302078392,0,12,60
2198,25,710.80188828417,0,7,47
2199,46,750.4444147983031,0,17,57
2200,4,204.96415256646154,2,18,33
2201,33,779.5226200806827,1,14,32
2202,1,833.7737887222837,0,9,4
2203,19,367.6537245219297,2,3,41
2204,31,221.22943735264153,1,5,19
2205,16,391.2001724115805,1,7,7
2206,14,742.2118893101358,0,6,99
2207,48,423.4626158100157,2,11,26
2208,5,739.28535647254,1,17,87
2209,41,122.42889556776228,1,17,98
2210,26,807.9515933835995,0,18,51
2211,28,260.6754068259338,0,3,56
2212,2,256.43969783744774,0,0,71
2213,6,594.4771555518221,2,4,75
2214,9,79.41686528951976,0,6,51
2215,33,36.03474941782188,1,10,8
2216,41,268.4183786405148,0,10,13
2217,25,542.6868752274745,0,9,32
2218,48,908.540222362975,0,6,34
2219,13,847.9708245442339,1,15,18
2220,9,495.5419953217657,1,0,79
2221,13,46.68147375655784,2,0,55
2222,31,539.900207283016,2,11,43
2223,41,707.7476439260425,0,15,24
2224,11,345.77288719978344,2,4,21
2225,4,119.95267024883816,0,13,18
2226,34,285.78227367360284,2,17,14
2227,38,773.8729758231358,0,8,53
2228,46,357.73139396049504,2,1,19
2229,4,813.861675778853,0,11,77
2230,38,326.32623728940104,0,9,57
2231,19,171.91948802967994,0,1,64
2232,6,441.48987591847214,0,14,80
2233,34,457.7517671662476,0,3,2
2234,18,25.947136363843605,2,18,57
2235,13,125.87462197926287,1,3,34
2236,41,193.07675858508927,0,8,49
2237,23,122.45144420488815,0,12,90
2238,19,348.1108146671502,0,9,54
2239,45,964.9766270608478,2,13,22
2240,11,514.1303129438072,0,2,84
2241,1,631.28046363194,1,2,93
2242,24,362.8226137377979,0,19,82
2243,7,330.25288402671464,0,15,93
2244,25,32.91530419585827,0,8,44
2245,21,505.3303191192622,0,13,91
2246,15,488.7729166841496,0,15,35
2247,1,166.2524189193118,0,8,29
2248,12,766.6807602046366,0,4,6
2249,7,497.7475870078929,1,12,37
2250,15,345.6040304599575,0,14,89
2251,21,155.4398199326977,0,3,85
2252,19,556.6392187013023,0,13,58
2253,29,755.2888558279217,2,19,64
2254,25,289.17935915812194,1,19,31
2255,33,226.60640806095532,1,6,50
2256,49,526.7156144239312,0,3,80
2257,32,163.78986948491678,0,16,60
2258,49,669.947252728342,0,8,14
2259,35,609.2901916647882,0,3,70
2260,44,96.21122909551434,1,2,11
2261,38,46.15517558756013,2,18,27
2262,26,624.085766062699,2,8,69
2263,11,301.3508362488534,0,7,79
2264,35,95.58129564166455,0,6,38
2265,8,761.8344179069217,0,6,62
2266,46,320.9035629874677,0,3,53
2267,14,465.00355414184133,2,18,80
2268,10,244.44479817923155,0,11,18
2269,2,631.0439075743849,2,19,97
2270,46,308.47353120081584,1,5,99
2271,9,968.3407516153521,0,11,52
2272,3,705.9180731307375,0,19,24
2273,21,145.35505360973113,1,3,99
2274,26,422.5278912767321,0,1,7
2275,8,391.5668887325798,0,14,14
2276,48,538.9046396131793,0,5,50
2277,2,843.5113677344608,0,17,94
2278,6,587.5877950311717,1,4,24
2279,28,70.94111082399928,0,3,79
2280,29,658.8615398348265,1,10,13
2281,26,18.182644966399813,1,10,19
2282,25,782.1608559349891,0,8,29
2283,12,669.9697116871296,1,2,22
2284,5,315.6978017690601,0,10,2
2285,34,299.5173865436206,1,1,77
2286,48,800.2902665808425,0,8,36
2287,37,785.5033250053743,0,9,38
2288,15,358.77933083299234,0,10,18
2289,44,305.95825079898253,1,2,51
2290,36,564.2265409939621,0,16,15
2291,15,18.28200338430274,0,10,99
2292,43,91.84036760667686,0,16,52
2293,48,134.90789424724937,0,18,17
2294,23,193.55769964890246,1,3,77
2295,6,516.8979454087143,1,1,22
2296,46,992.3194957125108,2,13,54
2297,44,656.08726772988,0,14,52
2298,43,70.68580650473136,0,2,85
2299,45,530.3235803216194,1,19,90
2300,21,501.6787602656094,1,12,46
2301,23,152.726137659869,0,12,4
2302,43,921.0696451143837,1,17,7
2303,16,446.3575951986153,1,19,10
2304,47,994.6135492036423,0,6,15
2305,15,425.87157229964265,1,15,26
2306,25,611.8781256567731,0,15,80
2307,36,113.71491108692567,2,5,40
2308,11,459.68554556880053,1,5,98
2309,15,246.37823506393357,0,3,61
2310,4,837.2091505855227,0,2,81
2311,21,786.0803890188645,2,0,16
2312,13,825.9381996291049,1,2,98
2313,22,726.3733433803719,0,18,93
2314,19,834.3563913838507,1,8,18
2315,34,208.82046267317165,1,13,75
2316,14,457.52333881400364,0,18,76
2317,4,694.9284111465084,0,18,2
2318,48,641.0185729557835,1,12,54
2319,46,719.1909380453461,0,15,18
2320,27,232.01579931971938,0,7,54
2321,29,107.45036195453984,1,15,38
2322,47,917.6385122940286,0,8,97
2323,28,564.5701766116849,0,8,73
2324,35,162.28766526233684,0,2,15
2325,8,795.5022160684879,1,6,64
2326,16,915.7806372629898,1,19,92
2327,42,177.867883385398,1,17,8
2328,36,819.2383307164195,0,1,46
2329,30,933.892810705937,1,0,39
2330,18,938.9779842930571,2,11,52
2331,2,915.0148970369662,0,15,8
2332,49,550.9568022365017,0,11,50
2333,13,362.64920408133054,1,9,50
2334,4,17.200079617069193,0,8,83
2335,26,70.30310460281181,0,17,68
2336,25,434.55062514441676,0,3,27
2337,30,405.3328849275952,0,7,77
2338,11,192.86677047418436,0,3,38
2339,7,401.52522775134025,0,15,21
2340,31,182.90356480081442,2,7,90
2341,44,850.3033402480821,1,6,45
2342,10,305.21292909684286,1,12,58
2343,39,602.5787066567269,0,7,23
2344,13,507.81463137909594,1,6,54
2345,31,61.36325681805229,0,4,30
2346,7,942.8113822962546,1,17,95
2347,49,531.9537184679785,2,18,95
2348,42,331.8070669578972,1,9,16
2349,42,166.54530393673758,0,10,52
2350,36,345.1413683795674,1,7,41
2351,20,30.306486993155605,0,5,71
2352,4,369.92257379481475,0,10,81
2353,7,536.1710680314598,0,15,24
2354,1,873.1475833924353,2,3,20
2355,44,690.5006735208196,0,1,27
2356,45,120.466490001909,2,12,2
2357,42,156.26886119358147,0,6,60
2358,47,433.8421341401909,0,16,51
2359,13,203.75067412239997,1,12,1
2360,22,37.571279806928196,0,9,98
2361,21,806.9647313168895,1,12,91
2362,22,29.327344991014183,1,9,6
2363,28,832.3827091460339,1,6,38
2364,9,152.66292340263635,1,9,54
2365,26,974.931626699045,0,15,60
2366,9,607.8351727079282,0,2,27
2367,15,737.6331419135965,0,3,80
2368,10,119.37879168838423,0,3,62
2369,24,863.4830327169653,2,3,63
2370,42,840.800419442823,1,15,99
2371,8,656.4628042263005,1,8,91
2372,24,507.2521159494335,1,5,35
2373,16,724.2742814003558,0,9,58
2374,49,15.86893318350937,1,3,61
2375,26,596.5163478444748,1,11,36
2376,27,848.9320735799442,0,9,92
2377,37,363.3308883030073,2,11,56
2378,4,117.20646291808765,1,18,67
2379,24,426.6684772457741,0,18,57
2380,19,729.8334045679219,1,0,41
2381,36,116.2281982669658,0,3,31
2382,39,213.9880746107611,0,12,3
2383,10,156.07632836041293,1,7,38
2384,25,798.9782780194727,2,13,53
2385,18,72.26369622796196,1,15,52
2386,19,689.7206370932886,2,1,24
2387,36,372.79235154565947,2,7,26
2388,10,758.2333304564493,2,12,92
2389,33,964.7395845961972,0,0,73
2390,5,123.39984659061747,0,11,37
2391,47,321.2411906567839,0,16,91
2392,49,812.0241734416684,1,6,48
2393,35,273.4968021906647,2,15,67
2394,44,222.96939107558052,0,13,41
2395,34,827.124198090282,1,9,49
2396,33,987.2115403659105,1,2,28
2397,21,561.3117842464861,0,11,32
2398,17,285.26826085000584,0,7,99
2399,22,404.58030198405345,0,15,71
2400,48,178.4290241097729,0,0,71
2401,37,764.2684061018449,1,16,85
2402,15,775.7392776445403,0,5,32
2403,35,876.3697824586694,1,0,38
2404,28,36.336537960598235,0,14,20
2405,7,566.3615282101155,1,12,8
2406,32,222.11287999975255,0,5,68
2407,11,347.47418533743354,2,12,26
2408,10,787.1060591336424,0,3,79
2409,9,200.1133158378812,2,0,70
2410,14,641.9583330752788,1,9,48
2411,13,658.0205293113622,1,3,96
2412,25,954.5529757532777,0,12,69
2413,2,777.4093192436477,0,3,46
2414,35,805.5987956821565,0,15,58
2415,7,536.2847415277145,0,8,70
2416,21,194.91299909074695,2,3,67
2417,18,431.3077320611681,0,19,29
2418,3,553.9946777767021,2,7,83
2419,42,681.6350591965752,1,3,10
2420,39,611.632020713608,0,8,71
2421,41,400.0380506280711,1,10,65
2422,49,272.65997592588303,0,4,65
2423,11,176.54853477164625,0,8,17
2424,39,696.9069324095436,0,7,22
2425,24,648.9446875693601,2,3,14
2426,46,690.4987411002286,0,19,6
2427,19,378.8021782747669,1,0,30
2428,4,269.7837443450376,0,19,47
2429,26,762.1241153941161,1,12,97
2430,38,775.9109211047808,0,4,20
2431,42,461.0602102271722,0,19,16
2432,32,615.7850439196509,0,9,68
2433,39,379.7844675894238,0,15,34
2434,45,704.9277281186087,1,7,1
2435,46,837.3643806813925,0,11,77
2436,36,691.350944562293,2,2,48
2437,40,517.4568005786651,0,3,8
2438,37,464.0713798974466,0,16,22
2439,33,645.8964544659868,0,19,68
2440,36,683.0127826853169,0,12,34
2441,3,563.1421490892936,2,5,60
2442,9,628.692852356321,2,2,45
2443,8,105.6227956695869,1,13,37
2444,33,952.2478609809035,2,6,23
2445,6,792.8653330947137,2,2,84
2446,41,380.188591009716,1,5,24
2447,39,567.1844848440937,2,12,91
2448,4,56.851284835057136,0,13,13
2449,13,50.81553585906979,1,14,69
2450,49,258.29035176084307,1,15,80
2451,2,692.8046259409771,0,0,60
2452,5,853.6262703220116,2,14,38
2453,44,563.5940211800499,0,6,48
2454,27,536.8114121865289,2,8,93
2455,32,408.2864384535513,0,14,26
2456,21,169.98197639844096,0,13,86
2457,8,127.17056031332164,0,18,88
2458,38,763.0729636087564,2,17,77
2459,8,928.2285157836099,0,8,85
2460,3,463.7003842224104,1,0,1
2461,44,662.8512021284819,1,11,4
2462,3,915.3130743721318,0,9,67
2463,22,99.21249660480309,2,6,87
2464,6,772.7766385878396,0,13,80
2465,2,620.6487155318193,1,0,13
2466,23,602.6508070415628,0,14,39
2467,44,299.6150241967541,0,0,31
2468,2,687.0544212299001,0,12,24
2469,38,796.8497772725688,1,19,79
2470,17,121.72958329426018,2,1,5
2471,35,538.186216671174,0,2,49
2472,34,110.25252917753556,0,3,86
2473,23,873.8482791046681,2,15,86
2474,30,512.5603554297838,0,11,11
2475,8,809.8860323681498,1,3,24
2476,22,374.40478128955215,1,11,45
2477,44,133.82744454816216,0,6,74
2478,36,51.08431134185436,1,19,34
2479,5,288.6945245646518,2,2,11
2480,13,251.79136336043777,0,4,57
2481,29,564.7484542797622,1,11,29
2482,31,31.52144968307028,1,11,22
2483,47,525.3648388561817,0,19,33
2484,16,397.8540245918831,0,6,72
2485,42,581.3510472152977,1,11,49
2486,30,705.393352868861,0,1,96
2487,16,637.7510256290407,0,13,23
2488,12,984.7979256796326,2,15,69
2489,17,146.88269043810234,1,6,95
2490,16,435.4396388404807,2,3,29
2491,12,430.58242927687803,0,19,6
2492,8,422.88267166589145,2,4,52
2493,20,667.1604081222416,1,13,89
2494,3,494.9297799412552,2,8,89
2495,16,522.2582342148335,2,4,95
2496,30,438.03243222529704,2,1,14
2497,45,991.7824664083769,2,4,17
2498,23,928.2857353308517,0,2,80
2499,28,314.64694747072724,1,9,28
2500,40,120.47798551900051,0,7,9
2501,5,841.3670767982169,1,9,66
2502,20,997.1985489114672,2,1,4
2503,40,299.68280509924904,0,13,20
2504,44,364.20707658334857,1,3,41
2505,1,942.2168496703509,1,11,36
2506,30,714.018222823059,0,19,6
2507,21,302.6819484618398,0,13,65
2508,20,585.2360263710759,0,15,50
2509,6,944.7872835706136,0,4,64
2510,22,813.6949758763208,1,15,3
2511,18,744.414386591373,1,3,37
2512,8,739.6263486097522,0,2,3
2513,39,186.24012104934764,2,0,33
2514,32,826.4344268356571,1,3,59
2515,33,283.35744611902356,1,8,15
2516,16,931.0629913225142,0,0,56
2517,12,370.99359110364514,1,15,61
2518,38,859.083793071834,0,2,68
2519,34,273.5711595726234,1,5,79
2520,14,519.381667216418,1,12,71
2521,36,115.81644253416995,0,16,68
2522,33,663.5177139662123,2,14,62
2523,23,837.71848241517,0,11,67
2524,45,721.2628084893919,0,7,23
2525,2,528.0259278092708,2,15,14
2526,41,54.6647198154449,0,2,6
2527,21,934.1065970991499,1,3,33
2528,2,708.4346530928483,1,6,9
2529,27,748.4055959816797,0,14,12
2530,9,796.7337697556991,2,10,99
2531,1,750.2659916683346,0,15,95
2532,11,446.7050024573503,0,13,51
2533,3,736.2856109950674,2,12,3
2534,23,628.7765199322257,1,8,56
2535,26,855.4761703320986,1,17,46
2536,4,804.4352171839968,2,2,36
2537,18,50.960638642587284,0,19,13
2538,6,385.0982194292792,0,4,13
2539,35,44.36899066205562,0,1,58
2540,22,111.05417551843694,2,16,98
2541,43,605.3966147835753,0,15,85
2542,15,875.0836029506308,0,19,34
2543,22,128.62651112217458,0,12,43
2544,37,456.5783945921632,0,19,28
2545,42,911.7701157583793,1,10,56
2546,12,816.1579738348719,2,7,47
2547,47,524.4712175012706,0,4,35
2548,49,773.8557249355426,0,1,78
2549,42,527.4668363040917,1,3,82
2550,38,166.51141391002028,0,2,19
2551,18,133.4887520894623,2,1,83
2552,45,196.48454974639907,1,2,97
2553,35,357.4128740160227,0,15,51
2554,30,931.2239749972784,2,19,99
2555,24,801.6816295170654,0,8,20
2556,42,438.47354561405433,0,5,29
2557,30,498.14594268969824,0,14,72
2558,14,272.9533630897507,2,4,89
2559,6,707.3094269074088,1,8,81
2560,3,804.7380147474177,0,5,65
2561,16,246.5156487109008,2,2,38
2562,7,51.40340754860071,1,12,49
2563,14,627.6500537313407,0,14,94
2564,9,566.8869979439635,1,10,28
2565,15,408.10984347858766,1,15,33
2566,21,647.4550023554781,1,14,13
2567,35,555.1071650052921,0,5,88
2568,2,258.07576082825085,0,13,44
2569,27,403.7516858664951,1,10,86
2570,2,433.8324340497693,2,19,52
2571,35,881.445514530808,1,9,77
2572,18,961.2951125876699,2,15,76
2573,14,894.0713487725321,1,11,41
2574,20,721.9862438114599,2,6,49
2575,18,589.1428062697636,0,6,7
2576,10,692.3690191112954,0,17,36
2577,25,939.7181285253621,0,14,93
2578,2,257.4987478715934,0,5,93
2579,25,539.7693025966709,1,18,26
2580,33,692.7119388104038,2,7,27
2581,36,682.4545313110319,0,19,24
2582,31,259.75616998106807,2,14,95
2583,14,590.8642121158543,1,3,71
2584,1,797.9540109959548,1,17,81
2585,46,480.3281902497414,1,12,33
2586,16,795.3650959317476,0,0,98
2587,46,366.28377177700924,0,7,18
2588,3,939.3725258921213,1,18,5
2589,35,538.5891560941101,2,16,1
2590,41,599.9884712846882,1,9,71
2591,6,41.047953116542516,0,0,98
2592,25,178.56644575730832,0,0,3
2593,13,636.6045416663343,2,4,36
2594,34,425.67166806444857,0,0,35
2595,8,513.082152553593,2,19,51
2596,21,72.34169464636344,1,12,12
2597,34,835.7938860262805,1,8,15
2598,4,786.660546273255,1,15,4
2599,25,193.50043596463104,0,7,56
2600,15,637.9860636848056,1,13,97
2601,4,820.132059537729,1,16,16
2602,45,644.445595051444,1,3,93
2603,12,317.29411434288636,2,6,6
2604,32,659.5500389733854,0,16,63
2605,32,218.3571302063801,1,15,23
2606,28,325.07244730662666,0,13,77
2607,13,247.66895657610686,0,15,44
2608,31,561.3558513663045,1,1,1
2609,14,117.14438029789312,0,14,57
2610,20,933.9772765448553,1,10,76
2611,18,340.17723012623816,0,12,27
2612,29,226.7804258347433,0,3,25
2613,6,501.58431546581295,0,0,86
2614,32,284.2278402701689,0,14,62
2615,29,539.5550455188179,2,11,98
2616,43,355.02405828426464,1,8,18
2617,2,140.7461426613504,2,6,80
2618,23,273.2362896069894,0,2,93
2619,19,444.05544651190996,1,15,30
2620,31,39.99029421482937,1,3,30
2621,5,772.9361017446143,0,13,84
2622,19,625.6063189445116,1,12,47
2623,34,605.3460112055707,1,19,22
2624,10,550.5894325639383,0,18,42
2625,25,594.4100406018179,1,1,34
2626,2,935.3054331801484,0,9,63
2627,11,18.483518702633283,0,18,4
2628,31,57.32171256117177,0,14,31
2629,15,199.5784758314943,2,6,51
2630,9,175.6283661932186,0,14,50
2631,23,189.38251487449085,0,16,14
2632,19,675.2244469901636,1,15,8
2633,9,464.8884680396637,1,16,69
2634,35,991.8610895513463,1,15,8
2635,21,234.6170556549154,0,17,11
2636,9,317.7218000172197,1,16,29
2637,28,984.3983096336325,0,3,55
2638,46,833.4405593942245,1,1,85
2639,7,475.10122847174745,1,16,39
2640,16,559.0509166905298,1,16,13
2641,16,844.7461414463121,2,1,64
2642,33,486.17044358586475,1,1,49
2643,4,213.96348634626347,1,14,19
2644,4,830.1600931688416,0,15,67
2645,39,542.394766362887,0,10,98
2646,40,161.51217119218308,2,1,83
2647,17,510.5299728725536,0,7,96
2648,37,419.07134679089023,1,11,52
2649,39,878.0741065629404,1,13,78
2650,29,134.79487704709638,0,13,71
2651,36,876.4577064035453,2,11,20
2652,38,517.0889066421819,1,1,96
2653,39,410.32078568133613,1,13,54
2654,37,170.34751255891092,0,11,95
2655,35,703.8097830122925,1,8,86
2656,7,927.5386420189401,0,7,5
2657,27,381.6235803603266,1,19,95
2658,28,249.1691506641251,1,15,79
2659,22,559.3182478291654,0,9,62
2660,14,798.2240889495315,1,6,17
2661,7,13.730017605027722,0,14,53
2662,37,635.0636620314749,2,8,37
2663,22,600.5508406916446,1,3,19
