customer_id,frequency_of_purchases,avg_purchase_value,num_products_purchased,days_since_last_purchase
2388,10,758.2333304564493,19,270
2389,33,964.7395845961972,16,75
2390,5,123.39984659061747,8,128
2391,47,321.2411906567839,14,329
2392,49,812.0241734416684,18,152
2393,35,273.4968021906647,1,10
2394,44,222.96939107558052,2,38
2395,34,827.124198090282,12,105
2396,33,987.2115403659105,17,165
2397,21,561.3117842464861,2,32
2398,17,285.26826085000584,17,212
2399,22,404.58030198405345,7,14
2400,48,178.4290241097729,6,230
2401,37,764.2684061018449,6,132
2402,15,775.7392776445403,8,152
2403,35,876.3697824586694,5,96
2404,28,36.336537960598235,15,10
2405,7,566.3615282101155,7,363
2406,32,222.11287999975255,3,16
2407,11,347.47418533743354,10,167
2408,10,787.1060591336424,3,96
2409,9,200.1133158378812,14,18
2410,14,641.9583330752788,3,7
2411,13,658.0205293113622,1,184
2412,25,954.5529757532777,1,245
2413,2,777.4093192436477,19,82
2414,35,805.5987956821565,4,131
2415,7,536.2847415277145,2,129
2416,21,194.91299909074695,11,289
2417,18,431.3077320611681,12,74
2418,3,553.9946777767021,13,364
2419,42,681.6350591965752,16,59
2420,39,611.632020713608,16,72
2421,41,400.0380506280711,19,160
2422,49,272.65997592588303,9,87
2423,11,176.54853477164625,16,17
2424,39,696.9069324095436,7,89
2425,24,648.9446875693601,13,149
2426,46,690.4987411002286,4,311
2427,19,378.8021782747669,13,6
2428,4,269.7837443450376,8,84
2429,26,762.1241153941161,2,84
2430,38,775.9109211047808,7,250
2431,42,461.0602102271722,11,154
2432,32,615.7850439196509,17,72
2433,39,379.7844675894238,14,109
2434,45,704.9277281186087,13,112
2435,46,837.3643806813925,15,172
2436,36,691.350944562293,9,187
2437,40,517.4568005786651,3,285
2438,37,464.0713798974466,13,273
2439,33,645.8964544659868,13,18
2440,36,683.0127826853169,9,168
2441,3,563.1421490892936,18,319
2442,9,628.692852356321,5,82
2443,8,105.6227956695869,11,75
2444,33,952.2478609809035,2,335
2445,6,792.8653330947137,17,346
2446,41,380.188591009716,4,249
2447,39,567.1844848440937,18,131
2448,4,56.851284835057136,8,355
2449,13,50.81553585906979,19,201
2450,49,258.29035176084307,12,363
2451,2,692.8046259409771,11,296
2452,5,853.6262703220116,16,68
2453,44,563.5940211800499,5,20
2454,27,536.8114121865289,3,271
2455,32,408.2864384535513,12,93
2456,21,169.98197639844096,15,133
2457,8,127.17056031332164,16,295
2458,38,763.0729636087564,13,296
2459,8,928.2285157836099,7,135
2460,3,463.7003842224104,15,352
2461,44,662.8512021284819,3,356
2462,3,915.3130743721318,12,33
2463,22,99.21249660480309,8,293
2464,6,772.7766385878396,12,32
2465,2,620.6487155318193,18,43
2466,23,602.6508070415628,3,292
2467,44,299.6150241967541,12,354
2468,2,687.0544212299001,2,305
2469,38,796.8497772725688,14,281
2470,17,121.72958329426018,14,108
2471,35,538.186216671174,4,96
2472,34,110.25252917753556,17,66
2473,23,873.8482791046681,15,9
2474,30,512.5603554297838,16,230
2475,8,809.8860323681498,5,221
2476,22,374.40478128955215,17,358
2477,44,133.82744454816216,7,278
2478,36,51.08431134185436,15,99
2479,5,288.6945245646518,17,271
2480,13,251.79136336043777,12,263
2481,29,564.7484542797622,11,362
2482,31,31.52144968307028,19,164
2483,47,525.3648388561817,11,16
2484,16,397.8540245918831,2,169
2485,42,581.3510472152977,15,21
2486,30,705.393352868861,5,28
2487,16,637.7510256290407,18,330
2488,12,984.7979256796326,16,83
2489,17,146.88269043810234,4,273
2490,16,435.4396388404807,10,321
2491,12,430.58242927687803,2,36
2492,8,422.88267166589145,15,314
2493,20,667.1604081222416,4,276
2494,3,494.9297799412552,16,233
2495,16,522.2582342148335,7,104
2496,30,438.03243222529704,12,6
2497,45,991.7824664083769,3,23
2498,23,928.2857353308517,17,170
2499,28,314.64694747072724,9,152
2500,40,120.47798551900051,8,244
2501,5,841.3670767982169,6,241
2502,20,997.1985489114672,15,261
2503,40,299.68280509924904,10,46
2504,44,364.20707658334857,6,273
2505,1,942.2168496703509,15,75
2506,30,714.018222823059,14,283
2507,21,302.6819484618398,19,196
2508,20,585.2360263710759,13,23
2509,6,944.7872835706136,14,87
2510,22,813.6949758763208,3,121
2511,18,744.414386591373,4,149
2512,8,739.6263486097522,14,150
2513,39,186.24012104934764,14,65
2514,32,826.4344268356571,8,160
2515,33,283.35744611902356,10,284
2516,16,931.0629913225142,9,82
2517,12,370.99359110364514,14,7
2518,38,859.083793071834,8,182
2519,34,273.5711595726234,11,358
2520,14,519.381667216418,10,14
2521,36,115.81644253416995,18,183
2522,33,663.5177139662123,4,314
2523,23,837.71848241517,4,44
2524,45,721.2628084893919,12,174
2525,2,528.0259278092708,18,14
2526,41,54.6647198154449,8,300
2527,21,934.1065970991499,3,73
2528,2,708.4346530928483,18,223
2529,27,748.4055959816797,7,2
2530,9,796.7337697556991,1,210
2531,1,750.2659916683346,13,261
2532,11,446.7050024573503,3,90
2533,3,736.2856109950674,3,343
2534,23,628.7765199322257,15,334
2535,26,855.4761703320986,19,252
2536,4,804.4352171839968,4,333
2537,18,50.960638642587284,13,355
2538,6,385.0982194292792,13,47
2539,35,44.36899066205562,15,335
2540,22,111.05417551843694,19,163
2541,43,605.3966147835753,16,116
2542,15,875.0836029506308,7,79
2543,22,128.62651112217458,3,8
2544,37,456.5783945921632,2,23
2545,42,911.7701157583793,18,269
2546,12,816.1579738348719,11,279
2547,47,524.4712175012706,1,31
2548,49,773.8557249355426,16,170
2549,42,527.4668363040917,17,130
2550,38,166.51141391002028,16,157
2551,18,133.4887520894623,10,22
2552,45,196.48454974639907,17,126
2553,35,357.4128740160227,3,169
2554,30,931.2239749972784,18,166
2555,24,801.6816295170654,19,157
2556,42,438.47354561405433,14,330
2557,30,498.14594268969824,2,22
2558,14,272.9533630897507,12,264
2559,6,707.3094269074088,11,303
2560,3,804.7380147474177,17,263
2561,16,246.5156487109008,6,212
2562,7,51.40340754860071,19,164
2563,14,627.6500537313407,13,136
2564,9,566.8869979439635,7,252
2565,15,408.10984347858766,11,205
2566,21,647.4550023554781,7,344
2567,35,555.1071650052921,13,302
2568,2,258.07576082825085,13,242
2569,27,403.7516858664951,1,320
2570,2,433.8324340497693,19,279
2571,35,881.445514530808,19,61
2572,18,961.2951125876699,15,306
2573,14,894.0713487725321,14,302
2574,20,721.9862438114599,3,299
2575,18,589.1428062697636,4,95
2576,10,692.3690191112954,7,148
2577,25,939.7181285253621,1,259
2578,2,257.4987478715934,19,30
2579,25,539.7693025966709,3,18
2580,33,692.7119388104038,15,187
2581,36,682.4545313110319,13,212
2582,31,259.75616998106807,14,35
2583,14,590.8642121158543,7,147
2584,1,797.9540109959548,1,282
2585,46,480.3281902497414,13,35
2586,16,795.3650959317476,4,76
2587,46,366.28377177700924,12,72
2588,3,939.3725258921213,7,249
2589,35,538.5891560941101,2,57
2590,41,599.9884712846882,17,357
2591,6,41.047953116542516,1,305
2592,25,178.56644575730832,14,10
2593,13,636.6045416663343,1,213
2594,34,425.67166806444857,3,361
2595,8,513.082152553593,11,237
2596,21,72.34169464636344,7,234
2597,34,835.7938860262805,9,223
2598,4,786.660546273255,3,104
2599,25,193.50043596463104,1,327
2600,15,637.9860636848056,19,98
2601,4,820.132059537729,2,226
2602,45,644.445595051444,5,222
2603,12,317.29411434288636,17,324
2604,32,659.5500389733854,19,334
2605,32,218.3571302063801,5,280
2606,28,325.07244730662666,14,43
2607,13,247.66895657610686,10,351
2608,31,561.3558513663045,7,348
2609,14,117.14438029789312,8,153
2610,20,933.9772765448553,8,339
2611,18,340.17723012623816,7,290
2612,29,226.7804258347433,13,224
2613,6,501.58431546581295,14,119
2614,32,284.2278402701689,19,214
2615,29,539.5550455188179,11,53
2616,43,355.02405828426464,2,220
2617,2,140.7461426613504,17,243
2618,23,273.2362896069894,6,53
2619,19,444.05544651190996,9,117
2620,31,39.99029421482937,19,331
2621,5,772.9361017446143,5,42
2622,19,625.6063189445116,9,247
2623,34,605.3460112055707,7,291
2624,10,550.5894325639383,4,248
2625,25,594.4100406018179,18,101
2626,2,935.3054331801484,18,87
2627,11,18.483518702633283,17,353
2628,31,57.32171256117177,4,84
2629,15,199.5784758314943,16,261
2630,9,175.6283661932186,5,221
2631,23,189.38251487449085,9,154
2632,19,675.2244469901636,2,51
2633,9,464.8884680396637,2,38
2634,35,991.8610895513463,4,259
2635,21,234.6170556549154,17,187
2636,9,317.7218000172197,19,13
2637,28,984.3983096336325,3,223
2638,46,833.4405593942245,5,87
2639,7,475.10122847174745,10,259
2640,16,559.0509166905298,6,181
2641,16,844.7461414463121,3,311
2642,33,486.17044358586475,17,173
2643,4,213.96348634626347,10,322
2644,4,830.1600931688416,12,195
2645,39,542.394766362887,1,340
2646,40,161.51217119218308,18,245
2647,17,510.5299728725536,19,329
2648,37,419.07134679089023,4,196
2649,39,878.0741065629404,15,62
2650,29,134.79487704709638,9,25
2651,36,876.4577064035453,6,52
2652,38,517.0889066421819,12,50
2653,39,410.32078568133613,18,295
2654,37,170.34751255891092,15,52
2655,35,703.8097830122925,19,332
2656,7,927.5386420189401,9,40
2657,27,381.6235803603266,13,232
2658,28,249.1691506641251,16,60
2659,22,559.3182478291654,13,216
2660,14,798.2240889495315,1,340
2661,7,13.730017605027722,18,197
2662,37,635.0636620314749,3,276
2663,22,600.5508406916446,17,341
2664,5,324.97066394611846,5,2
2665,2,456.90877356892065,6,106
2666,27,254.4935919202027,17,216
2667,21,791.9868805723244,17,265
2668,38,638.1895840324466,1,167
2669,15,537.3845058185954,7,247
2670,21,398.60093643364894,16,210
2671,10,298.4705421605248,5,58
2672,23,824.5091211829971,16,43
2673,39,456.8935937292333,4,138
2674,5,506.432945643256,11,109
2675,1,525.6204432353342,14,48
2676,13,453.8832660772607,13,126
2677,21,263.5275419760395,8,214
2678,26,129.13703584062148,15,128
2679,45,107.55189449606328,18,198
2680,21,759.8878981072818,7,202
2681,18,231.29254407849623,19,192
2682,37,65.11608680443582,9,107
2683,45,799.5422326289272,11,194
2684,32,162.52103633204152,10,327
2685,36,628.8946308160205,14,238
2686,17,345.2568387333846,16,132
2687,35,135.2154541243964,8,357
2688,49,420.33616946181627,1,83
2689,11,24.660772521298888,12,284
2690,21,842.6345326874347,3,222
2691,26,518.3629817284386,2,106
2692,4,147.7684107988822,16,294
2693,34,244.61051520509486,4,66
2694,48,453.4954402171414,2,195
2695,18,196.98068898739317,12,188
2696,40,275.913169886075,17,47
2697,35,539.0417085929106,10,362
2698,41,834.2829229080016,8,359
2699,29,407.8212888330216,18,25
2700,29,719.8055208180128,18,66
2701,38,877.9173713260419,18,335
2702,42,224.13793089320035,2,67
2703,21,809.1200506981385,12,197
2704,42,759.8281763477171,10,246
2705,13,363.36792496865365,8,296
2706,49,989.6247599058585,19,100
2707,41,269.94664772159746,10,178
2708,17,262.2552333713786,11,115
2709,9,774.5365730066658,14,168
2710,41,440.3107448705734,15,119
2711,1,337.4870448332328,10,165
2712,2,186.87617728571192,4,219
2713,48,767.6791066251986,7,197
2714,29,788.4585880747163,11,318
2715,33,570.898363197839,3,237
2716,10,957.7404770594592,5,169
2717,40,324.9816377184277,2,76
2718,21,227.42285502454382,12,287
2719,28,680.6921012451173,5,33
2720,11,760.8245543917077,7,299
2721,34,232.65691084630416,4,349
2722,8,85.84465661850211,11,230
2723,22,812.4113217205082,9,195
2724,8,976.7369539095523,4,294
2725,49,648.2255632115615,9,297
2726,15,285.0882311424552,12,278
2727,17,996.7058824672641,16,230
2728,23,894.3339699044067,1,96
2729,24,518.246839817491,8,171
2730,45,827.0680719934154,1,317
2731,19,817.6623180303371,19,330
2732,5,935.4509799767645,4,32
2733,32,842.5146053357255,14,45
2734,44,647.2424435975928,14,72
2735,1,613.2106817669423,9,20
2736,23,472.68371544829563,9,239
2737,37,630.2207835710498,17,199
2738,8,797.2644206650789,15,65
2739,13,969.3472500395278,10,188
2740,8,472.6144846002989,17,89
2741,23,577.9166709588695,9,201
2742,43,450.35744010819394,4,23
2743,1,671.80373477357,14,296
2744,45,633.6212990206469,3,130
2745,24,27.655452291687066,12,154
2746,35,545.7499435096519,1,78
2747,24,97.60202674202388,1,190
2748,17,36.11978182548296,13,300
2749,5,793.2851904638512,14,154
2750,20,266.0633635377075,16,113
2751,21,347.24852651442626,7,339
2752,40,73.44374172802554,10,117
2753,31,187.70525788940714,15,5
2754,46,767.9487700752144,8,326
2755,36,498.5955219302947,11,35
2756,11,881.861777924647,14,272
2757,15,403.26971015216685,13,159
2758,19,276.0137283967255,13,210
2759,7,354.12381631406447,9,14
2760,28,715.6440755817354,17,25
2761,43,559.4556156111412,18,335
2762,5,905.1492954769036,19,218
2763,5,606.1470816949944,13,254
2764,30,498.0880263966881,12,203
2765,32,787.8951966478655,8,101
2766,8,948.0585122261108,11,361
2767,10,362.28745213252085,7,229
2768,38,257.3774480638229,1,199
2769,47,620.0552223311978,10,178
2770,32,503.8840929423422,15,276
2771,48,989.2937191161355,4,312
2772,28,467.738166306256,1,130
2773,17,83.5882358467424,11,279
2774,31,977.5953701698595,5,288
2775,8,845.1510761376047,19,141
2776,40,186.4676425183837,19,13
2777,25,905.5592005817406,4,217
2778,9,347.26015261352717,2,186
2779,2,383.34086468910004,7,27
2780,15,907.3275675385377,13,218
2781,3,534.8144093849621,12,14
2782,49,146.38530010453445,2,142
2783,36,375.365597748386,9,325
2784,4,724.876471805202,16,324
2785,14,182.44234618733654,8,55
2786,41,594.3288854322951,18,191
2787,41,698.3213916149728,4,285
2788,25,350.41503978715355,11,89
2789,10,696.9418818212391,17,45
2790,21,885.3652783110255,8,132
2791,36,477.3955767909085,19,66
2792,12,389.0802348979878,8,279
2793,27,258.64681734470287,6,324
2794,40,608.1634250646712,2,148
2795,2,881.0535275583288,15,145
2796,13,331.4146545133421,1,6
2797,32,402.27316929193046,6,82
2798,31,412.55926237448404,19,123
2799,16,565.204218359742,4,167
2800,32,236.12487195176422,13,237
2801,32,823.9890437546272,15,105
2802,34,302.6462547291791,9,290
2803,11,708.309063987715,3,238
2804,10,518.0835843617565,2,310
2805,15,590.0386273192292,16,82
2806,17,187.81265143902985,18,94
2807,40,737.6729661963889,18,321
2808,18,196.7343138522048,6,343
2809,9,122.33890125116473,18,285
2810,25,551.2127048898991,11,297
2811,40,712.2041655484886,7,361
2812,14,59.53547807040916,14,319
2813,25,78.70136179113665,18,66
2814,22,804.6523710788598,7,112
2815,30,810.9423725122587,10,356
2816,20,252.8516698884904,8,171
2817,21,619.0759207722015,14,247
2818,44,448.7482743932129,18,66
2819,32,636.3690809894779,5,68
2820,46,864.2504912582328,14,34
2821,49,89.05786033643393,10,1
2822,21,780.2045817285698,15,151
2823,35,498.09881347582893,6,272
2824,32,568.4856743243765,9,258
2825,30,657.392046416949,10,238
2826,39,923.3969176378163,17,116
2827,49,66.15275401622048,1,76
2828,12,39.18158860320318,14,283
2829,41,186.47916367388575,4,19
2830,47,986.5832487664691,2,284
2831,18,717.9256037039979,3,35
2832,21,618.4947078639569,7,324
2833,13,56.56866288060042,14,305
2834,21,880.3191216540351,12,241
2835,8,814.6292847641879,19,7
2836,46,668.1520434284141,18,37
2837,40,345.73950732985566,15,153
2838,46,79.79990601257474,1,245
2839,7,584.2381030219133,3,250
2840,23,722.4976257462291,15,115
2841,44,103.29794697247496,4,41
2842,32,637.429983200511,15,337
2843,11,293.50240720828697,10,62
2844,22,766.6017790076136,6,169
2845,22,544.2196920958187,13,142
2846,43,137.74641993233234,7,258
2847,25,531.2542532559037,1,88
2848,22,401.7794947330515,11,48
2849,28,188.55240859883537,14,311
2850,29,843.100566821502,6,12
2851,13,20.91816401414484,5,211
2852,18,319.0069941093249,19,244
2853,2,22.469087787732484,19,239
2854,29,105.04687704109118,13,197
2855,21,304.1252569813502,7,257
2856,15,63.72847353547985,8,235
2857,27,600.6642270335698,14,187
2858,31,95.99427890632096,19,201
2859,15,704.6964977254343,19,103
2860,23,62.11569150088951,12,290
2861,24,68.71580585308584,9,221
2862,44,312.2726400429337,14,302
2863,13,897.6058097195847,6,187
2864,22,644.9793162360834,15,99
2865,43,772.4299790096302,13,245
2866,37,150.136588382335,7,313
2867,33,835.7841789147734,11,307
2868,3,18.0647857122928,10,22
2869,19,220.92677722567606,1,68
2870,23,619.9313979384935,7,316
2871,29,381.49394450810985,18,65
2872,30,984.3514578013778,3,292
2873,39,40.035854350135054,9,217
2874,44,998.6121862571778,5,29
2875,47,627.3915545327029,13,193
2876,25,563.1199246501355,16,56
2877,37,68.91731813833462,16,338
2878,47,280.59558789923176,12,212
2879,8,925.4160614086798,18,238
2880,42,360.7035431573518,11,200
2881,16,665.0366684625784,17,178
2882,8,999.5013869145345,7,153
2883,1,270.43901669520574,15,44
2884,44,580.3200702243488,6,168
2885,5,699.473414775191,6,287
2886,3,172.980974099761,18,197
2887,1,157.18583805922026,19,337
2888,4,461.74483254159156,19,74
2889,40,391.9543965416965,2,171
2890,35,717.0732824887407,3,183
2891,32,78.81368373410038,14,16
2892,42,972.4449575032835,4,68
2893,34,24.134211868974035,17,325
2894,43,605.3036560927897,6,42
2895,25,567.0062699087144,19,110
2896,10,143.3685735610285,9,41
2897,21,159.4068228863945,4,306
2898,46,794.7507129166805,7,6
2899,39,888.6868338285562,4,331
2900,27,290.18679622493187,11,181
2901,27,443.58432432294273,2,273
2902,2,361.44509062797005,10,361
2903,41,81.82154285678537,6,185
2904,48,676.4722035556513,8,323
2905,13,826.9410054576332,15,144
2906,9,311.830563817295,13,100
2907,36,990.274035694411,2,90
2908,22,85.09304170953138,1,246
2909,42,665.1728066763757,15,239
2910,26,453.7457343808281,7,212
2911,12,452.1358820955893,18,81
2912,17,463.06915987320485,10,115
2913,14,266.09495606341414,15,276
2914,14,718.4071990589101,5,80
2915,34,724.3607608241766,11,56
2916,20,289.57313900476873,8,179
2917,11,836.9533962498657,8,309
2918,16,323.6764942138267,6,49
2919,31,727.8421927466768,15,260
2920,6,129.78976983694577,15,274
2921,19,177.01462637570822,5,292
2922,37,322.63768806316864,13,291
2923,4,597.9350299911829,14,30
2924,47,649.0563706239124,11,252
2925,4,402.3926102478001,12,63
2926,20,87.06076157940889,1,82
2927,10,379.89830557179704,3,325
2928,24,691.87984079956,8,169
2929,35,674.2855065190128,12,310
2930,26,168.59444907338832,15,343
2931,37,17.706130566277483,3,158
2932,38,755.4518011231556,8,56
2933,21,115.30448472139128,19,335
2934,40,91.52565252464264,6,142
2935,39,12.674204665821833,18,149
2936,21,438.27531269735795,11,226
2937,10,508.23126189180624,12,25
2938,38,641.2874056871048,2,178
2939,46,303.10320230546,5,95
2940,4,713.3204692229122,4,53
2941,45,177.63853883287214,9,304
2942,20,833.6701525792439,13,70
2943,17,576.1298456015411,13,176
2944,7,588.0509251383279,15,132
2945,4,217.67765964131706,2,339
2946,29,83.36766180738437,13,338
2947,14,470.0775550498647,7,360
2948,3,619.4558324031353,17,331
2949,24,104.09599407506875,8,213
2950,37,951.029129782885,18,211
2951,16,980.6102166304787,15,345
2952,4,550.0021284385671,15,64
2953,24,950.5684637206721,5,35
2954,34,187.65078520504454,2,12
2955,30,35.16647832772965,16,346
2956,18,49.01543993748603,5,311
2957,19,591.6373546325113,6,248
2958,31,71.02546460245529,12,112
2959,19,958.9601507558461,5,325
2960,49,150.5138786518046,8,91
2961,46,311.67557799244884,11,294
2962,19,824.292623978365,14,29
2963,22,226.55291987305216,17,12
2964,24,250.5387738700249,10,147
2965,45,645.885866233108,2,137
2966,12,283.3252276043697,3,338
2967,30,225.27315766762328,13,157
2968,38,261.63593716260095,17,259
2969,31,495.7410243473196,3,87
2970,36,966.4388740041672,10,158
2971,19,833.915562145616,8,186
2972,48,291.76416191457537,4,344
2973,45,369.73947641311673,13,309
2974,36,469.86712799903665,7,357
2975,30,979.1403505468205,7,229
2976,49,180.66656365235855,16,4
2977,33,363.908272456964,5,57
2978,18,732.1318330428878,17,28
2979,49,964.3042969262539,10,16
2980,28,164.1184606365953,4,13
2981,47,235.1061546524023,14,200
2982,11,233.43772764652593,5,184
2983,45,30.722709197152778,2,309
2984,33,608.07446873114,14,304
2985,17,673.9960434044349,18,281
2986,6,606.5006312240008,11,322
2987,4,80.6097595186862,16,158
2988,20,78.53782448817539,18,360
2989,48,218.28268894918278,16,259
2990,47,297.3915705419255,4,157
2991,27,788.678219350947,1,94
2992,15,167.7963630914319,14,267
2993,6,53.65129423355681,12,21
2994,47,400.0476326359246,10,127
2995,14,422.2282484405011,19,347
2996,11,456.39826480706466,4,351
2997,39,828.6345085866989,3,350
2998,9,107.0253607222323,4,112
2999,26,706.9026615977425,15,234
3000,16,344.5661153348379,11,34
3001,5,316.88033507111527,16,80
3002,10,933.2176948251201,4,83
3003,3,255.98383917257462,6,29
3004,13,646.1065169859727,8,131
3005,43,282.3764798023312,13,11
3006,49,512.0724438139813,4,62
3007,30,788.4299636703151,5,359
3008,45,882.905298281098,10,33
3009,6,840.3102678920998,5,136
3010,17,586.3589287831934,12,88
3011,45,256.3281521848399,1,17
3012,19,664.6210494292471,10,91
3013,42,712.8059953218119,5,299
3014,35,20.5850702123664,19,253
3015,46,444.8184058225558,19,73
3016,26,844.8294223935467,12,206
3017,5,494.6917202806169,16,261
3018,29,318.2616877416879,5,178
3019,37,873.0797933144161,17,312
3020,20,164.32189055450766,14,313
3021,49,214.38078009203838,12,220
3022,21,690.498643266772,13,173
3023,10,358.91158211130926,14,165
3024,5,715.8866673764411,5,328
3025,36,166.12658504689696,5,335
3026,6,259.7463987048375,18,220
3027,26,165.08090457999717,14,292
3028,4,953.3812104278745,18,161
3029,39,411.3499212424149,1,248
3030,39,343.8477108111237,7,71
3031,35,24.060134609057055,17,92
3032,1,161.88340361677854,3,361
3033,24,426.9244976800745,10,321
3034,36,77.81776464617512,7,245
3035,6,515.6319362111548,12,24
3036,41,460.4652840798033,15,45
3037,46,769.4964589409085,16,189
3038,44,663.2046743863134,8,286
3039,31,451.48783226736805,6,321
3040,20,232.41409310402074,4,341
3041,24,729.5949303576283,11,83
3042,25,710.7834824196622,17,222
3043,36,161.76319891023354,2,352
3044,21,915.6043131111487,6,343
3045,30,73.76106485489274,4,219
3046,24,64.48733180378903,3,218
3047,44,195.47691348580273,7,190
3048,42,910.3661900682835,7,67
3049,30,524.7981427965526,16,31
3050,22,790.0615114661712,2,322
3051,28,235.5647561957356,8,250
3052,7,495.31975490720345,15,54
3053,35,364.70656898764344,16,10
3054,28,829.5503209955307,1,166
3055,14,32.37839496563436,10,339
3056,10,251.4043026664443,7,285
3057,16,161.048482059355,16,153
3058,16,860.5971483343537,10,32
3059,31,472.86841119682805,12,17
3060,42,410.177843454284,17,301
3061,25,454.98793448006904,13,305
3062,13,972.2053051953118,12,343
3063,6,851.7647203925649,15,146
3064,44,709.3050841318045,14,75
3065,9,297.5741696310221,19,124
3066,45,173.5212695232633,19,52
3067,36,922.2192927342088,14,190
3068,43,428.844767568518,18,141
3069,20,285.9682414739429,5,88
3070,18,476.2116181534591,6,84
3071,43,918.6689485921486,18,243
3072,21,393.19664025738024,14,106
3073,4,567.0145872756185,4,92
3074,33,804.9366380974811,1,355
3075,27,432.8612057379073,13,21
3076,7,241.20638390710462,11,6
3077,6,994.5804908992031,3,221
3078,15,957.005148877638,17,309
3079,18,845.0443774342589,18,87
3080,32,691.4901405920633,10,180
3081,11,301.916971789,16,342
3082,20,914.2788087823917,13,352
3083,24,282.8011034200165,12,246
3084,15,802.8013997300642,4,174
3085,48,919.0755862618932,8,113
3086,7,606.9738020256124,12,71
3087,21,805.025655712267,19,158
3088,42,793.7781482097291,15,299
3089,26,201.2261736097701,16,237
3090,44,671.2452288601238,12,187
3091,14,102.53325753539912,18,243
3092,37,512.7716417061065,12,166
3093,21,170.61319265917172,16,34
3094,18,422.1860038084674,11,255
3095,5,834.6522539514533,14,302
3096,3,987.2961612339024,2,220
3097,23,324.78023334302156,13,32
3098,26,536.6361417953449,14,257
3099,37,516.1850441267836,6,233
3100,24,954.8574947327553,12,215
3101,49,483.7978951084458,7,242
3102,19,702.1151433457009,4,245
3103,25,922.5713407774408,7,20
3104,21,379.64477394147167,13,210
3105,12,903.1010158629338,11,210
3106,41,918.2816596721034,8,72
3107,33,931.3558789274593,19,162
3108,4,277.74172361671214,2,178
3109,42,406.3520383272589,18,11
3110,7,871.6919491434448,10,363
3111,22,365.5702060376146,6,299
3112,33,604.25050260417,4,266
3113,17,126.87396218745144,19,8
3114,24,65.71223823012835,14,275
3115,34,417.87404959725086,14,193
3116,28,583.1273672667903,18,311
3117,43,398.77212222535195,17,259
3118,41,581.9584124592336,18,53
3119,39,519.9335324100672,18,300
3120,22,688.8501569932151,5,96
3121,49,653.0371067547359,9,304
3122,17,430.0032461745143,1,310
3123,34,430.74528801566464,4,92
3124,6,149.37055661210968,7,144
3125,46,518.1061863754946,11,307
3126,6,591.3073368543397,14,18
3127,34,481.72450338028796,10,126
3128,1,332.450261736129,19,154
3129,10,724.4320588092185,8,6
3130,21,83.91502819877182,3,334
3131,5,915.2959660565068,8,338
3132,2,30.437005150335352,18,336
3133,22,962.7266321038951,5,88
3134,48,467.7320449253158,11,269
3135,2,418.54324456350577,9,65
3136,10,263.8795772885562,19,166
3137,34,19.97042348396034,12,64
3138,16,282.0423617775818,5,270
3139,48,118.3059262057306,16,145
3140,39,663.2226342664608,13,333
3141,22,325.884222597519,6,269
3142,12,769.5075351196249,16,329
3143,24,214.8470254726558,18,6
3144,47,901.2325088577884,17,121
3145,40,527.7516999547743,12,350
3146,38,123.3611345042916,1,313
3147,10,406.8367832969442,7,309
3148,35,214.692918829064,14,302
3149,49,207.6885719064974,18,334
3150,32,511.3060402756868,1,132
3151,7,675.1730954800089,10,290
3152,21,912.502023448394,15,189
3153,20,507.14039065601685,11,209
3154,26,966.1803873077469,4,42
3155,4,942.2185035526351,15,78
3156,46,866.4119046845168,16,320
3157,22,504.97749231279437,15,145
3158,15,149.4949042511037,17,286
3159,40,225.72542511723105,11,171
3160,21,651.1933026848559,18,93
3161,15,427.53743048135414,16,263
3162,22,155.33361543645645,15,23
3163,28,484.2039943029173,11,292
3164,14,27.256240047025464,13,142
3165,27,736.5564171905972,18,148
3166,41,82.84548154479396,8,116
3167,40,632.8224837129978,9,81
3168,28,795.0802045493434,11,25
3169,26,141.31743570942587,17,115
3170,49,523.4523037593524,1,94
3171,2,781.2768392158749,11,305
3172,25,268.02712020943136,7,185
3173,3,171.2874270716029,8,283
3174,8,343.4509198577823,19,155
3175,44,559.1521848174826,4,174
3176,33,579.5267989062025,4,351
3177,42,139.56757012311013,19,173
3178,35,462.99315919723193,9,154
3179,6,275.599373584093,17,14
3180,39,843.6039758843012,18,304
3181,23,320.4393807433905,1,128
3182,25,840.317479288521,14,341
3183,43,434.2789664757742,4,92
3184,19,729.3199081681887,10,271
3185,5,514.9596262587022,14,222
3186,11,625.7429978896668,7,307
3187,12,401.4029457527693,12,310
3188,10,770.5247001294158,16,108
3189,8,430.93748973792174,5,331
3190,24,462.8870301199637,11,28
3191,28,522.5018815486476,4,197
3192,41,833.5058772021237,13,200
3193,36,662.7851393154502,8,154
3194,37,355.66878270009227,7,70
3195,21,673.6164376417274,11,160
3196,8,646.0023072784916,11,352
3197,9,931.7090831209073,17,103
3198,47,843.0022716650965,14,236
3199,15,650.9724545137357,2,189
3200,48,348.09203957720314,8,343
3201,46,781.7806843726569,2,361
3202,40,579.4562101321729,15,109
3203,18,985.4172882198926,5,337
3204,42,255.031067284106,6,301
3205,20,88.85928252157808,17,255
3206,6,79.1928937690682,8,316
3207,12,643.6300844681635,19,193
3208,2,939.8676266224086,5,71
3209,7,11.912595148590135,19,269
3210,16,728.5133364881996,14,334
3211,3,660.494530707616,10,209
